Date;Open;High;Low;Close;rsi;ema_fast;ema_slow;volatility
2001-08-27;632;0.6323;0.6239;0.6254;54.8364953045132;0.6198725977519602;0.6177309372674006;2.1113168173057435
2001-09-03;0.6251;0.6271;0.6067;0.6202;51.16517483230621;0.6199162513850323;0.6178457773944982;2.2118933970676684
2001-09-10;0.6201;0.6295;0.6139;0.6258;54.68381843758373;0.6207007512003613;0.6182157412366146;2.2135793844676277
2001-09-17;0.6259;0.6343;0.6228;0.6274;55.666680413504665;0.6215939843736464;0.6186429160628186;2.181150521926993
2001-09-24;0.6277;0.6293;0.6165;0.6183;49.13883084380338;0.6211547864571603;0.6186269664785015;2.2030336506713035
2001-10-01;0.6182;0.6284;0.6155;0.6194;49.903577355381415;0.6209208149295389;0.618662921526013;2.190802640888747
2001-10-08;0.6193;0.6299;0.6186;0.6278;55.4164402452085;0.6218380396056004;0.619087901920152;2.1356643408915903
2001-10-15;0.6279;0.6294;0.6216;0.6265;54.41836176879845;0.6224596343248536;0.6194326506680519;2.0761613215998884
2001-10-22;0.6267;0.6273;0.6199;0.6212;50.43053025907965;0.6222916830815398;0.619514852962561;2.029401145682353
2001-10-29;0.6208;0.6244;0.6131;0.6171;47.52890189374897;0.6215994586706678;0.6194025342201164;2.027760248636758
2001-11-05;0.6164;0.6173;0.6113;0.6138;45.271108744061124;0.620559530847912;0.6191419512331342;1.9628661083925267
2001-11-12;0.6138;0.6202;0.6094;0.6191;49.426359177537584;0.6203649267348571;0.6191400000129884;1.9316627622248106
2001-11-19;619;0.6257;0.6175;0.6223;51.80558705657372;0.6206229365035428;0.6192869767565703;1.878584216295992
2001-11-26;0.6224;0.6299;0.6206;0.6287;56.23970036096736;0.6216998783030705;0.6197247917911485;1.832302307643089
2001-12-03;0.6287;0.6299;0.6197;0.6206;49.97304727986814;0.6215532278626611;0.6197654991496997;1.841028266492994
2001-12-10;0.6206;0.6233;618;0.6213;50.4865158288319;0.6215194641476396;0.6198368712822718;1.7685323225968794
2001-12-17;0.6212;0.6226;0.6153;0.6171;47.346487970018494;0.6209302022612876;0.6197095749435615;1.7378821117650236
2001-12-24;617;0.6186;0.6038;0.6101;42.59184424844142;0.6194861752931159;0.6192626179694424;1.805536758050501
2001-12-31;0.6094;628;0.6085;0.6189;49.46271016731399;0.6194080185873672;0.6192457520173753;1.8777847435687667
2002-01-07;619;622;0.6149;0.6169;48.055015054517696;0.6190736161090515;0.6191366472723812;1.8315185039635071
2002-01-14;0.6169;618;612;0.6154;46.9752099630112;0.6185838006278447;0.6189628497248285;1.7744822120613932
2002-01-21;0.6153;0.6213;0.6114;0.6134;45.50693412972413;0.6178926272107987;0.6187041125283249;1.7683884429798253
2002-01-28;0.6134;0.6147;0.6066;609;42.36933179306682;0.6167069435826923;0.61825275845724;1.7489424257576498
2002-02-04;0.6089;0.6195;0.6071;0.6159;48.37995865607822;0.616599351105;0.6181433278313219;1.749632034968956
2002-02-11;0.6158;0.6178;608;0.6096;43.87999670859309;0.615666104291;0.6177459637461441;1.7562779825630326
2002-02-18;0.6096;0.6135;0.6083;0.6112;45.27224001247509;0.6150706237188667;0.6174415003160909;1.6873307493707377
2002-02-25;0.6111;0.6139;0.6082;0.61;44.38291758525455;0.6143945405563511;0.6170953840223192;1.636634098618283
2002-03-04;0.6094;0.6185;0.6086;0.6147;48.63856560303621;0.614435268482171;0.6169839708119788;1.6231504801462948
2002-03-11;0.6148;0.6226;0.6142;0.6193;52.471703176083025;0.6150838993512149;0.6170916930997937;1.5928995642427013
2002-03-18;0.6186;0.6213;0.6138;0.6154;49.12432112584998;0.6151260461043863;0.6170130096998033;1.5755461142301825
2002-03-25;0.6153;0.6164;0.6101;0.6109;45.51621847114234;0.614562573290468;0.6167286836672543;1.5474456917269954
2002-04-01;611;0.6151;0.6097;0.6138;48.158795031716025;0.614460896851739;0.6165924658222658;1.4929653039599073
2002-04-08;0.6137;0.6147;0.6098;0.6124;46.9742943322416;0.6141861106048405;0.6163974674119278;1.446646373334152
2002-04-15;0.6121;0.6163;611;615;49.46041048574426;0.6142946291908618;0.6163324689276521;1.3991917662471367
2002-04-22;0.6151;0.6192;0.6115;0.6185;52.67693734207853;0.6148553452987469;0.616433284326366;1.3808220546420893
2002-04-29;0.6182;0.6248;0.6155;0.6238;57.12668186204436;0.6160479659255806;0.6167759222646746;1.3777881796305724
2002-05-06;0.6235;0.6256;0.6205;0.6236;56.90921971391708;0.6170549038021699;0.6170933212291083;1.3382016246559336
2002-05-13;0.6237;0.6318;0.6208;0.6312;62.71715767407671;0.6189409166285472;0.6177494458231033;1.3521334567672376
2002-05-20;0.6307;0.6357;0.6287;0.6318;63.13955438994485;0.6206554610780742;0.6184029599708659;1.3334991060517845
2002-05-27;0.6317;0.6422;0.6305;0.6399;68.35235763285766;0.6232213996009976;0.6194028222978024;1.3531758932920024
2002-06-03;0.64;649;0.6385;0.6461;71.65647841453112;0.626271879654198;0.6206445514932535;1.3605439564340092
2002-06-10;0.6461;0.6484;0.6388;0.6397;64.20478595669908;0.6280622957003049;0.6215308514237998;1.3831948964108363
2002-06-17;0.64;649;0.6362;0.6477;68.60038865016584;0.6306806562735976;0.6227480211250185;1.4096900105915613
2002-06-24;0.6491;0.6527;0.6416;0.6476;68.48717535832294;0.6329365687704512;0.6239039271192036;1.4316300690662234
2002-07-01;0.6476;0.6502;0.6383;639;59.40704783457041;0.6337450262677244;0.6246060700438918;1.4802824978151936
2002-07-08;639;0.6445;0.6349;0.6387;59.11262571790914;0.6344056894320279;0.6252616016697573;1.4825545985540727
2002-07-15;0.6389;0.6449;0.6379;0.6408;60.58519117023869;0.6352582641744242;0.6259843178711639;1.450173788038871
2002-07-22;0.6406;0.6426;0.6292;0.6306;50.9810279158146;0.634637162284501;0.6261990007608772;1.5201540170222245
2002-07-29;0.6305;633;0.6238;0.6281;48.93352706152167;0.6337655406465675;0.6262874193301388;1.5218139287129884
2002-08-05;0.6282;0.6379;0.6208;0.6363;55.2779961480804;0.6341034685603585;0.6267531207566439;1.5868601145147347
2002-08-12;0.6375;642;0.6358;0.6393;57.36497491779916;0.6347963394189774;0.6273366965354047;1.535870503592594
2002-08-19;0.6392;0.6427;0.6362;0.6387;56.79413420621113;0.6353168274964471;0.6278652222779441;1.5001975182074856
2002-08-26;0.6393;0.6415;0.6322;0.6329;51.46294392515165;0.6349945838302542;0.6280993979859466;1.51076563815414
2002-09-02;0.6329;0.6379;0.6279;0.6294;48.50408826369975;0.6342486393195537;0.6281598911028793;1.5241416361433586
2002-09-09;0.6294;637;0.6242;626;45.75216476140989;0.6331488207436132;0.6280594310515826;1.569013201192628
2002-09-16;0.6262;0.6346;0.6243;0.6307;49.9771937022976;0.6328223113111314;0.6281822482119741;1.56273408585762
2002-09-23;0.6308;633;0.6253;0.6284;48.00674907648019;0.6322326698029805;0.6281923762021149;1.5439452854591273
2002-09-30;0.6282;0.6305;0.6244;0.6258;45.80805688609046;0.6313749804959164;0.6280811028903887;1.5092450607191594
2002-10-07;0.6257;0.6341;0.6246;0.6321;51.59327482167115;0.6314716497631276;0.6282680283373473;1.4948258940690495
2002-10-14;632;0.6359;0.6245;0.6286;48.49584342866686;0.631088763128044;0.6282834688797962;1.5253207603442567
2002-10-21;0.6285;0.6331;0.6264;0.6302;49.97439862006708;0.6309702613776381;0.6283726098621313;1.4887129017297458
2002-10-28;0.6301;0.6395;0.6244;637;55.78402354268873;0.6317742265272863;0.6287738838220321;1.5369398204430496
2002-11-04;0.6371;643;0.6355;0.6365;55.275705128212216;0.6324043296569815;0.6291332380628678;1.5124451411838067
2002-11-11;0.6366;0.6395;0.6328;0.6385;56.96495144014892;0.6332170857027173;0.629568901408781;1.4749666988170267
2002-11-18;0.6385;0.6396;0.6296;0.6314;49.77720105639521;0.6329748076090217;0.6296540687851168;1.4981403099156885
2002-11-25;0.6314;0.6425;0.6301;0.6385;55.785294456650824;0.6337114999278188;0.6300655074462741;1.5143791578308479
2002-12-02;0.6386;642;0.6335;0.6402;57.108366832537286;0.6345766332707763;0.630536879192959;1.4973115766919889
2002-12-09;0.6401;0.6464;0.6378;0.6437;59.777036020194664;0.6357930821680061;0.6311491173700307;1.4782313553537296
2002-12-16;0.6436;0.6459;0.6373;0.6408;56.632870710503155;0.636460671212272;0.6315979956318897;1.474717741744198
2002-12-23;0.6408;0.6509;0.6314;0.6499;63.177849212924855;0.6382525817173024;0.6324492516490111;1.5645251660503674
2002-12-30;0.65;0.6627;0.6466;647;60.06668793875923;0.6394189041549954;0.6331260306420804;1.6370284577621703
2003-01-06;0.6471;0.6591;0.6467;0.6571;66.29245502662667;0.641776383600996;0.6342410989843092;1.6315244861879699
2003-01-13;657;0.6628;0.6533;0.6614;68.54115771246397;0.6443928657875299;0.6355043036827135;1.6077337701805143
2003-01-20;0.6615;0.6672;0.6591;0.6628;69.26019318031639;0.6468471503491925;0.636773870953285;1.5770342812705944
2003-01-27;0.6628;0.6653;0.6516;0.6535;59.5268877770333;0.6477341969693001;0.6375518304438299;1.6349719292971858
2003-02-03;0.6541;0.6641;0.6511;0.6624;64.64715639527762;0.6496896373733935;0.6387075592603959;1.637972742553511
2003-02-10;0.6623;0.6707;0.6582;668;67.43849971110293;0.652131019056941;0.6400699983645636;1.6418852524248067
2003-02-17;0.6681;0.6831;0.6667;0.6792;72.17109810301768;0.6557402165160156;0.6418899984406304;1.6719387863933441
2003-02-24;0.6792;0.6869;0.6783;0.6856;74.45582242066358;0.6597215209805468;0.6439230217689732;1.6276203021689724
2003-03-03;0.6857;0.6915;681;0.6867;74.83818648404335;0.663318651516474;0.6459126486634396;1.6181587123896497
2003-03-10;0.6867;0.6927;673;0.6798;67.9656693566737;0.6655161646476108;0.6474888045395586;1.724820812988446
2003-03-17;0.6797;0.6847;0.6709;0.6765;64.89621299903663;0.6669806760279293;0.6488381624679512;1.7551400541341022
2003-03-24;0.6764;0.6974;0.6745;0.6854;68.96681767857395;0.6694365858908721;0.6505387130508372;1.847261161999496
2003-03-31;0.6853;0.6996;0.6815;0.6855;69.01030042826888;0.6715783744387558;0.6521648194205657;1.9036643123526007
2003-04-07;0.6855;0.6938;0.6809;0.6836;67.08691297347414;0.6731812578469217;0.653626920842865;1.9073920128239368
2003-04-14;0.6835;0.6942;0.6806;0.6931;71.38178382202894;0.6758370901339988;0.6554628780129643;1.8870304573205026
2003-04-21;0.6922;0.6976;0.6886;0.6922;70.44394384727983;0.6780188114494656;0.6571715813611986;1.8473924267960253
2003-04-28;0.6924;0.7011;688;0.6994;73.44927540559267;0.6808696365895369;0.6591356938560265;1.831564350235581
2003-05-05;0.6995;0.7194;0.6982;0.7189;79.52239537843514;0.685940351710932;0.6619154290255137;1.8652454528954903
2003-05-12;0.7189;0.7214;701;0.7162;76.89954749819233;0.6899749714828077;0.6644402927917689;1.9419978885711688
2003-05-19;0.7166;0.7245;0.7097;723;78.79635799673729;0.6943783086184334;0.6671640001037796;1.932539571362451
2003-05-26;0.7231;0.7255;0.7145;0.7204;76.21933822895028;0.6978478674693089;0.6696400931222085;1.9100439667680331
2003-06-02;0.7206;0.7225;0.7026;0.7027;61.47857420348708;0.6984948184734011;0.6711777632095477;2.0205679885315813
2003-06-09;0.7027;0.7153;0.7002;709;64.13716447446483;0.6998955093436143;0.6729369370137548;2.0116956107228336
2003-06-16;709;0.7123;0.6922;0.6972;56.29960979327531;0.6995361080977991;0.6740654515712545;2.1055444680797017
2003-06-23;0.6973;0.6977;0.6869;0.6924;53.43890969876421;0.6985846270180925;0.6749182212656147;2.080116039540232
2003-06-30;0.6923;0.6988;0.6858;0.6878;50.7761732081757;0.6971466767490135;0.6755173737648885;2.079460442727281
2003-07-07;0.6878;0.6995;0.6842;0.6923;53.231253482450704;0.6965004531824784;0.6762979610316379;2.076235282247757
2003-07-14;0.6929;0.7128;0.6911;0.7122;62.20794125890669;0.6985937260914813;0.6779678233092361;2.0916987520260744
2003-07-21;0.7122;0.7152;707;0.7099;60.756457187583514;0.7001012292792838;0.6794530408297368;2.031091105941341
2003-07-28;0.7099;0.7103;695;0.7;54.82653139728424;0.7000877320420459;0.6804087133492839;2.068809233612333
2003-08-04;0.6997;0.7078;0.6981;0.7045;56.8863709821527;0.7006760344364398;0.6815292383097823;2.00711386250352
2003-08-11;0.7054;0.7073;0.7004;0.7048;57.02705297880314;0.7012258965115812;0.6826115993186296;1.9328839295583842
2003-08-18;0.7048;0.7053;0.6889;0.6913;49.2405255190738;0.6999024436433704;0.6830157109782282;1.9993238118850354
2003-08-25;0.6909;0.6977;0.6886;0.6959;51.66242702863598;0.699368784490921;0.6836149802350548;1.9376473595374564
2003-09-01;0.6958;0.6997;0.6843;698;52.77032673761729;0.6991862798921316;0.6842840509217964;1.951423901711779
2003-09-08;0.6979;0.7077;0.6956;0.7025;55.14292631317817;0.6996281092398473;0.6851313043672943;1.9234591239585845
2003-09-15;0.7018;0.7059;0.6936;0.6968;51.60652800579398;0.6992510280078676;0.6856740343967225;1.926766283577146
2003-09-22;0.6963;698;0.6901;0.6907;48.05473830293686;0.698110890940152;0.6859078002387354;1.8866387829277969
2003-09-29;0.6908;0.7057;0.6896;0.6965;51.474497201333904;0.6978961054814651;0.6864004606927477;1.9024016301699291
2003-10-06;0.6958;0.7118;0.6945;0.7086;57.72700984129225;0.6993232914172698;0.687432997404713;1.9107390387860996
2003-10-13;709;0.7097;0.6912;0.6964;50.64179864600009;0.6989335192283005;0.6878500672928659;1.995091683503917
2003-10-20;0.6965;0.6993;693;0.6942;49.46283536487228;0.6983023833311938;0.6881454130001745;1.9232790086325133
2003-10-27;0.6926;0.6946;0.6818;0.6826;43.68760413697258;0.6962087322203679;0.6878874868141199;1.9501929326215923
2003-11-03;0.6828;0.6896;0.6803;0.6872;46.3621277505942;0.6950075679243188;0.6878555106832306;1.8954371825105483
2003-11-10;0.6874;0.6993;0.6855;0.6989;52.53677798252353;0.695526558867743;0.6883692078607547;1.8716225102381534
2003-11-17;699;0.7033;693;0.6981;52.0951799082068;0.6958696843520439;0.6888218028439754;1.8453148997555398
2003-11-24;698;0.6987;0.6928;0.6972;51.570012005785934;0.6960470597717714;0.6892114864326278;1.776164485467529
2003-12-01;0.6974;0.7043;0.6937;0.7035;54.99049614983662;0.6970407851355352;0.6898760684590172;1.7421509219700986
2003-12-08;0.7036;0.7064;696;0.7005;53.06840216124786;0.6975020137841306;0.6903702048097605;1.7306863726804875
2003-12-15;0.7005;0.7074;0.6988;0.7008;53.24439917861981;0.6979417452795799;0.6908553115627949;1.6940328861724216
2003-12-22;0.7008;706;0.7002;0.7011;53.43246414831305;0.6983628459089692;0.6913318086994091;1.6314482554134548
2003-12-29;0.7011;0.7085;0.6999;0.7038;55.1797955904965;0.6990877997877734;0.6919117245738552;1.5963858273773859
2004-01-05;0.7037;0.7058;0.6923;0.6954;49.01748902770729;0.6985960931494036;0.6920739699425131;1.6389305732575958
2004-01-12;0.6954;0.6962;0.6869;0.6878;44.207159657684805;0.6971566140628165;0.6918751806428614;1.6352615137668054
2004-01-19;0.6875;0.6949;0.6873;0.6891;45.19784521624805;0.696082398854441;0.6917461024734259;1.5943702240183373
2004-01-26;0.6893;0.6929;0.6819;0.6832;41.5885341209982;0.6943647456738489;0.6913486093351271;1.6082768879457459
2004-02-02;0.6834;0.6886;681;0.6856;43.56284532362978;0.6931961129173357;0.6910812321567491;1.5673520595077233
2004-02-09;0.6857;0.6876;0.6726;675;37.52936348203077;0.6907699645283576;0.6903332678703887;1.636983644019094
2004-02-16;0.6753;0.6776;0.6698;0.6725;36.25402112978481;0.6883339692579099;0.6895038135508358;1.608553529077807
2004-02-23;0.6723;0.6762;0.6653;0.6684;34.2013143744322;0.6856761066901886;0.6885222408275411;1.6193018752631794
2004-03-01;0.6685;0.6737;0.6608;0.6696;35.35500067590136;0.6835326257981634;0.6876421366030043;1.6385515717845207
2004-03-08;0.6696;0.6844;0.6669;0.6785;43.29604007110703;0.682861609025075;0.6872169209470507;1.685784158550362
2004-03-15;0.6788;682;0.6688;0.6692;38.037852964631305;0.681040061155065;0.686378924623932;1.7280184410483175
2004-03-22;0.6692;0.6734;0.6636;0.6679;37.354915860473085;0.6792880530010563;0.6855194397577026;1.7125178309139466
2004-03-29;0.6679;0.67;0.6612;0.6621;34.388404193657685;0.6769963126009155;0.6844301634899025;1.6990612737045034
2004-04-05;0.6621;665;0.6556;659;32.88520267911076;0.6745968042541268;0.6832473651880465;1.6870073814390614
2004-04-12;0.6592;0.6711;0.6546;0.6679;40.8758682417364;0.6737038970202432;0.6825335342490676;1.7220918696969654
2004-04-19;0.6679;0.6723;0.6627;0.6658;39.67553607066136;0.6726500440842108;0.6817552303305063;1.707120014270464
2004-04-26;0.6659;0.6762;0.6623;0.6741;46.37781424929831;0.6728433715396493;0.6813991731058316;1.7129512971280834
2004-05-03;0.6736;0.6796;0.6636;0.6657;41.36843464835896;0.6718909220010294;0.680668979007886;1.7823457694502602
2004-05-10;0.6654;0.6764;0.6638;0.6756;48.43730285100358;0.6723854657342255;0.680433212542403;1.7639979831049122
2004-05-17;0.6756;0.6814;0.6695;0.6701;45.17846995066059;0.6720807369696621;0.679952598005547;1.7782891131402374
2004-05-24;0.6702;0.6735;665;0.6665;43.13289569269983;0.6713366387070405;0.6793268957727309;1.751281743789363
2004-05-31;0.6665;0.6685;0.6629;0.6681;44.33914144574687;0.6709050868794352;0.6788047145739992;1.6821669840980744
2004-06-07;0.6679;0.6709;0.6543;0.6582;38.848214770609765;0.6692110752955105;0.6778463557566039;1.7656514419181115
2004-06-14;0.6578;0.6662;0.6546;0.6598;40.138470061241875;0.6679562652561091;0.6770069903725758;1.7611368301992507
2004-06-21;0.6599;0.6693;0.6584;0.6658;44.838678536740744;0.6676687632219612;0.6764857350064095;1.7375418451863553
2004-06-28;0.6658;0.6731;0.6647;0.6722;49.402337375996474;0.6682729281256997;0.6762863984944835;1.6873294179906049
2004-07-05;0.6721;0.6723;0.6655;0.6665;45.77036567228577;0.6680365377089398;0.6758312171691586;1.6530807900603048
2004-07-12;0.6667;0.6684;0.6629;0.6639;44.175019677269134;0.6674849993477479;0.6752762768357093;1.6001891964664974
2004-07-19;664;0.6685;0.6596;0.6602;41.934958979901396;0.6665136661013815;0.6745750546573043;1.590508601067144
2004-07-26;0.6602;0.6647;0.6581;0.6611;42.69614766230057;0.6657918439545306;0.6739483079290576;1.546199961051804
2004-08-02;0.6614;0.6675;0.6574;666;46.786298360139575;0.6658195980939265;0.6735786191881712;1.533516336901278
2004-08-09;666;0.6725;0.6648;0.6712;50.79972191189136;0.6665369850147363;0.6734679857375586;1.494890222723828
